Base Dataset,SERIES Code,SERIES Description,REF_AREA Code,REF_AREA Description,TIME_PERIOD,TIME_DETAIL,OBS_VALUE,UNIT_MEASURE Code,UNIT_MEASURE Description,Sex code,Sex,Nature code,Reporting Type code,Reporting Type,Type of Occupation code,Type of Occupation,SOURCE_DETAIL,COMMENT_OBS
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","704","Viet Nam","2015","2015","25835.9","local currency","CUR_LCU","MALE","Male","C","G","Global","_T","All occupations (isco-08)","LFS - Labour force survey","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: VNM - Dong(VND)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","704","Viet Nam","2016","2016","27680.6","local currency","CUR_LCU","MALE","Male","C","G","Global","_T","All occupations (isco-08)","LFS - Labour force survey","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: VNM - Dong(VND)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","704","Viet Nam","2016","2016","27103.2","local currency","CUR_LCU","_T","Both Sexes","C","G","Global","_T","All occupations (isco-08)","LFS - Labour force survey","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: VNM - Dong(VND)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","704","Viet Nam","2016","2016","26309.3","local currency","CUR_LCU","FEMALE","Female","C","G","Global","_T","All occupations (isco-08)","LFS - Labour force survey","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: VNM - Dong(VND)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","704","Viet Nam","2017","2017","26679.7","local currency","CUR_LCU","_T","Both Sexes","C","G","Global","_T","All occupations (isco-08)","LFS - Labour force survey","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: VNM - Dong(VND)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","704","Viet Nam","2017","2017","27602.4","local currency","CUR_LCU","MALE","Male","C","G","Global","_T","All occupations (isco-08)","LFS - Labour force survey","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: VNM - Dong(VND)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","704","Viet Nam","2017","2017","25427.5","local currency","CUR_LCU","FEMALE","Female","C","G","Global","_T","All occupations (isco-08)","LFS - Labour force survey","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: VNM - Dong(VND)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","704","Viet Nam","2018","2018","28666.1","local currency","CUR_LCU","_T","Both Sexes","C","G","Global","_T","All occupations (isco-08)","LFS - Labour force survey","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: VNM - Dong(VND)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","704","Viet Nam","2018","2018","27110","local currency","CUR_LCU","FEMALE","Female","C","G","Global","_T","All occupations (isco-08)","LFS - Labour force survey","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: VNM - Dong(VND)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","704","Viet Nam","2018","2018","29829.5","local currency","CUR_LCU","MALE","Male","C","G","Global","_T","All occupations (isco-08)","LFS - Labour force survey","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: VNM - Dong(VND)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","704","Viet Nam","2019","2019","31909.6","local currency","CUR_LCU","_T","Both Sexes","C","G","Global","_T","All occupations (isco-08)","LFS - Labour force survey","Repository: ILO-STATISTICS - Micro data processing ,  Employment definition: Excluding own-use production workers ,  Local currency: VNM - Dong(VND) ,  Break in series: Methodology revised"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","704","Viet Nam","2019","2019","30944.4","local currency","CUR_LCU","FEMALE","Female","C","G","Global","_T","All occupations (isco-08)","LFS - Labour force survey","Repository: ILO-STATISTICS - Micro data processing ,  Employment definition: Excluding own-use production workers ,  Local currency: VNM - Dong(VND) ,  Break in series: Methodology revised"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","704","Viet Nam","2019","2019","32674.2","local currency","CUR_LCU","MALE","Male","C","G","Global","_T","All occupations (isco-08)","LFS - Labour force survey","Repository: ILO-STATISTICS - Micro data processing ,  Employment definition: Excluding own-use production workers ,  Local currency: VNM - Dong(VND) ,  Break in series: Methodology revised"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","894","Zambia","2017","2017","24.9","local currency","CUR_LCU","FEMALE","Female","C","G","Global","_T","All occupations (isco-08)","LFS - Labour Force Survey","Repository: ILO-STATISTICS - Micro data processing ,  Employment definition: Excluding own-use production workers ,  Local currency: ZMB - Zambian kwacha(ZMW) ,  Break in series: Methodology revised"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","894","Zambia","2017","2017","33.5","local currency","CUR_LCU","_T","Both Sexes","C","G","Global","_T","All occupations (isco-08)","LFS - Labour Force Survey","Repository: ILO-STATISTICS - Micro data processing ,  Employment definition: Excluding own-use production workers ,  Local currency: ZMB - Zambian kwacha(ZMW) ,  Break in series: Methodology revised"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","894","Zambia","2017","2017","36.9","local currency","CUR_LCU","MALE","Male","C","G","Global","_T","All occupations (isco-08)","LFS - Labour Force Survey","Repository: ILO-STATISTICS - Micro data processing ,  Employment definition: Excluding own-use production workers ,  Local currency: ZMB - Zambian kwacha(ZMW) ,  Break in series: Methodology revised"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","894","Zambia","2018","2018","20.1","local currency","CUR_LCU","FEMALE","Female","C","G","Global","_T","All occupations (isco-08)","LFS - Labour Force Survey","Repository: ILO-STATISTICS - Micro data processing ,  Employment definition: Excluding own-use production workers ,  Local currency: ZMB - Zambian kwacha(ZMW) ,  Break in series: Methodology revised"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","894","Zambia","2018","2018","18.9","local currency","CUR_LCU","MALE","Male","C","G","Global","_T","All occupations (isco-08)","LFS - Labour Force Survey","Repository: ILO-STATISTICS - Micro data processing ,  Employment definition: Excluding own-use production workers ,  Local currency: ZMB - Zambian kwacha(ZMW) ,  Break in series: Methodology revised"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","894","Zambia","2018","2018","19.2","local currency","CUR_LCU","_T","Both Sexes","C","G","Global","_T","All occupations (isco-08)","LFS - Labour Force Survey","Repository: ILO-STATISTICS - Micro data processing ,  Employment definition: Excluding own-use production workers ,  Local currency: ZMB - Zambian kwacha(ZMW) ,  Break in series: Methodology revised"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","716","Zimbabwe","2014","2014","2","local currency","CUR_LCU","_T","Both Sexes","C","G","Global","_T","All occupations (isco-08)","LFS - Labour Force Survey","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: ZWE - Zimbabwean dollar(ZWL)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","716","Zimbabwe","2014","2014","2.1","local currency","CUR_LCU","MALE","Male","C","G","Global","_T","All occupations (isco-08)","LFS - Labour Force Survey","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: ZWE - Zimbabwean dollar(ZWL)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","716","Zimbabwe","2014","2014","1.8","local currency","CUR_LCU","FEMALE","Female","C","G","Global","_T","All occupations (isco-08)","LFS - Labour Force Survey","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: ZWE - Zimbabwean dollar(ZWL)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","470","Malta","2018","2018","12","local currency","CUR_LCU","_T","Both Sexes","C","G","Global","_T","All occupations (isco-08)","ES - Structure of Earnings Survey","Repository: Eurostat ,  Data reference period: October ,  Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies ,  Establishment size coverage: All establishments with at least 10 employees ,  Local currency: MLT - Euro(EUR)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","470","Malta","2018","2018","11","local currency","CUR_LCU","FEMALE","Female","C","G","Global","_T","All occupations (isco-08)","ES - Structure of Earnings Survey","Repository: Eurostat ,  Data reference period: October ,  Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies ,  Establishment size coverage: All establishments with at least 10 employees ,  Local currency: MLT - Euro(EUR)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","470","Malta","2018","2018","13","local currency","CUR_LCU","MALE","Male","C","G","Global","_T","All occupations (isco-08)","ES - Structure of Earnings Survey","Repository: Eurostat ,  Data reference period: October ,  Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies ,  Establishment size coverage: All establishments with at least 10 employees ,  Local currency: MLT - Euro(EUR)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","480","Mauritius","2011","2011","72","local currency","CUR_LCU","FEMALE","Female","C","G","Global","_T","All occupations (isco-08)","LFS - Continuous Multi-Purpose Household Survey","Repository: ILO-STATISTICS - Micro data processing ,  Age coverage - minimum age: 16 years old ,  Local currency: MUS - Mauritian rupee(MUR)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","480","Mauritius","2011","2011","85.1","local currency","CUR_LCU","_T","Both Sexes","C","G","Global","_T","All occupations (isco-08)","LFS - Continuous Multi-Purpose Household Survey","Repository: ILO-STATISTICS - Micro data processing ,  Age coverage - minimum age: 16 years old ,  Local currency: MUS - Mauritian rupee(MUR)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","480","Mauritius","2011","2011","93","local currency","CUR_LCU","MALE","Male","C","G","Global","_T","All occupations (isco-08)","LFS - Continuous Multi-Purpose Household Survey","Repository: ILO-STATISTICS - Micro data processing ,  Age coverage - minimum age: 16 years old ,  Local currency: MUS - Mauritian rupee(MUR)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","480","Mauritius","2012","2012","90.2","local currency","CUR_LCU","_T","Both Sexes","C","G","Global","_T","All occupations (isco-08)","LFS - Continuous Multi-Purpose Household Survey","Repository: ILO-STATISTICS - Micro data processing ,  Age coverage - minimum age: 16 years old ,  Local currency: MUS - Mauritian rupee(MUR)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","480","Mauritius","2012","2012","77.6","local currency","CUR_LCU","FEMALE","Female","C","G","Global","_T","All occupations (isco-08)","LFS - Continuous Multi-Purpose Household Survey","Repository: ILO-STATISTICS - Micro data processing ,  Age coverage - minimum age: 16 years old ,  Local currency: MUS - Mauritian rupee(MUR)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","480","Mauritius","2012","2012","97.8","local currency","CUR_LCU","MALE","Male","C","G","Global","_T","All occupations (isco-08)","LFS - Continuous Multi-Purpose Household Survey","Repository: ILO-STATISTICS - Micro data processing ,  Age coverage - minimum age: 16 years old ,  Local currency: MUS - Mauritian rupee(MUR)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","480","Mauritius","2013","2013","88.5","local currency","CUR_LCU","FEMALE","Female","C","G","Global","_T","All occupations (isco-08)","LFS - Continuous Multi-Purpose Household Survey","Repository: ILO-STATISTICS - Micro data processing ,  Age coverage - minimum age: 16 years old ,  Local currency: MUS - Mauritian rupee(MUR)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","480","Mauritius","2013","2013","103.3","local currency","CUR_LCU","MALE","Male","C","G","Global","_T","All occupations (isco-08)","LFS - Continuous Multi-Purpose Household Survey","Repository: ILO-STATISTICS - Micro data processing ,  Age coverage - minimum age: 16 years old ,  Local currency: MUS - Mauritian rupee(MUR)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","480","Mauritius","2013","2013","97.5","local currency","CUR_LCU","_T","Both Sexes","C","G","Global","_T","All occupations (isco-08)","LFS - Continuous Multi-Purpose Household Survey","Repository: ILO-STATISTICS - Micro data processing ,  Age coverage - minimum age: 16 years old ,  Local currency: MUS - Mauritian rupee(MUR)"
